_id,periodo,ID_SR,denominazione,tipologia,categoria,totale_unita,totale_bagni,totale_letti,indirizzo,frazione,cap,codice_istat_comune,comune,provincia,latitudine,longitudine,telefono,fax,sitoweb,email,periodi,servizi_generali,servizi_camera,prezzo_alta_stagione_o_unica,prezzo_bassa_stagione,foto1,foto2,foto3,foto4,foto5
37,2015,15754,A CASA DI MARIA GRAZIA,Bed & breakfast,,2,2,4,CORSO VITTORIO EMANUELE   109,,76125,110009,TRANI,Barletta-Andria-Trani,,,3470698617,,http://www.booking.com,marziafarano@gmail.com,08/10/2015-31/12/2015,Ascensore-Deposito bagagli-Bagno privato-Sala lettura,Riscaldamento indipendente-Riscaldamento,camera-doppia-bagno (55-100),camera-doppia-bagno (45-100),http://www.agenziapugliapromozione.it/portal/documents/ddl/1570732/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1570732/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1570732/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1570732/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1570732/fileFoto5
57,2015,14016,A QUATTRO PASSI,Bed & breakfast,,2,1,4,VIA LEONARDO PRATO  38,,73100,75035,LECCE,Lecce,40.35466318815731,18.170410332610345,3886207951,,www.aquattropassi.com,info@aquattropassi.com,01/01/2015-10/01/2015#12/02/2015-15/02/2015#08/03/2015-04/11/2015#18/12/2015-31/12/2015,Reception 24h-Camere fumatori-Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,camera-doppia-bagno-persona (60-80)#camera-quadrupla-bagno-persona (140-180)#camera-singola-bagno-persona (40-60)#camera-tripla-bagno-persona (100-130)#doppia-uso-singola (8-15),camera-doppia-bagno-persona (45-60)#camera-quadrupla-bagno-persona (100-140)#camera-singola-bagno-persona (30-40)#camera-tripla-bagno-persona (80-100),http://www.agenziapugliapromozione.it/portal/documents/ddl/455396/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/455396/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/455396/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/455396/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/455396/fileFoto5
38,2015,7989,A CASA DI MARIELLA,Bed & breakfast,,4,3,6,S.C. LAMA D'INFERNO  4,,70017,72036,PUTIGNANO,Bari,,,3343627444,,www.acasadimariella.it,info@acasadimariella.it,01/01/2015-27/09/2015,Reception 24h-Cucina in uso comune-Bagno privato-Sala Tv,Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (50-60)#camera-singola (30-40)#camera-singola-bagno (30-40),camera-doppia-bagno (50-60)#camera-singola (30-40)#camera-singola-bagno (30-40),,,,,
39,2015,14656,A CASA DI MARIU',Bed & breakfast,,2,1,4,VIA M. BUONARROTI  10,,76121,110002,BARLETTA,Barletta-Andria-Trani,41.308175035894074,16.276793877246064,336/832518,0883348524,nd,acasadimariu@gmail.com,01/01/2015-16/01/2015#11/02/2015-28/02/2015#01/04/2015-30/09/2015#15/10/2015-05/11/2015#01/12/2015-31/12/2015,Sala lettura,Riscaldamento centralizzato,camera-doppia (30-60)#doppia-uso-singola (15-40),camera-doppia (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/874179/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/874179/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/874179/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/874179/fileFoto4,
40,2015,15186,A CASA DI MIMI',Bed & breakfast,,2,2,7,VIA CHIARELLI  18B,,74015,73013,MARTINA FRANCA,Taranto,,,3351277135,,www.acasadimimi.it,info@acasadimimi.it,15/03/2015-19/10/2015#20/12/2015-31/12/2015,Reception 24h-Ascensore-Deposito bagagli-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Somministrazione alimenti,Frigobar-Riscaldamento-Telefono-Riscaldamento centralizzato-Tv,camera-quadrupla-bagno (65-90)#camera-tripla-bagno (60-80),camera-quadrupla-bagno (50-90)#camera-tripla-bagno (45-75),http://www.agenziapugliapromozione.it/portal/documents/ddl/1266226/fileFoto1,,,,
41,2015,12551,A CASA DI NONNA ROSA,Bed & breakfast,,3,3,6,VIA B. MAZZARELLA   8,,73100,75035,LECCE,Lecce,,,0832-241404,,,avvocatofabiovitale@tin.it,,Deposito bagagli-Bagno privato-Parco / Giardino,Aria condizionata indipendente-Tv-Riscaldamento,,,,,,,
42,2015,15462,A CASA DI PIER,Bed & breakfast,,3,3,7,S.C. FOGGIA SCOPERTA  22,,70013,72017,CASTELLANA GROTTE,Bari,40.8502597,17.18022700000006,,,,,01/07/2015-18/10/2015#05/12/2015-31/12/2015,Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento,camera-doppia-bagno (80-90)#camera-tripla-bagno (110-110),camera-doppia-bagno (60-80)#camera-tripla-bagno (80-80),,,,,
72,2015,11365,ACCOGLIAMOCI,Bed & breakfast,,3,2,8,,,,72017,CASTELLANA GROTTE,Bari,,,080 4961442 - 080 4968232,,,arcalibri@inwind.it,,,,,,,,,,
152,2015,8015,AGRITURISMO NARDINI,Alloggi agrituristici,,5,5,9,LOCALIT CANNETO  -,,71012,71043,RODI GARGANICO,Foggia,41.92553897752829,15.91627654970705,3289693147,,www.agriturismonardini.com,info@agriturismonardini.com,,Ristorante-Parcheggio Coperto / Scoperto,Aria condizionata indipendente-Riscaldamento indipendente-Tv satellitare-Angolo cottura,,,,,,,
43,2015,11874,A CASA DI SILVIA,Bed & breakfast,,4,4,10,VIA PIO XI  1,San Simone,73017,75070,SANNICOLA,Lecce,40.08324339930968,18.081025146557636,0833/232474,0833232474,www.acasadisilvia.it,info@acasadisilvia.it,01/03/2015-31/10/2015,Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Frigobar-Riscaldamento,camera-doppia-bagno (50-90)#camera-doppia-bagno-persona (25-45)#camera-quadrupla-bagno (100-180)#camera-quadrupla-bagno-persona (25-45),camera-doppia-bagno-persona (0-0)#camera-quadrupla-bagno-persona (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/376862/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/376862/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/376862/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/376862/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/376862/fileFoto5
44,2015,13250,A CASA DI SONIA,Bed & breakfast,,3,1,7,VIA G. ARDITI  49,,73014,75031,GALLIPOLI,Lecce,,,347/8475251       ,,,lorybuccarella@virgilio.it,,Somministrazione bevande-Somministrazione alimenti-Sala lettura,Aria condizionata indipendente-Riscaldamento,,,,,,,
45,2015,12831,A CASA MIA,Bed & breakfast,,2,1,4,VIA GELSO  62,,70054,72022,GIOVINAZZO,Bari,,,,,www.bebacasamia.it,sabymangino@libero.it,01/01/2015-06/01/2015#12/03/2015-02/11/2015#04/12/2015-31/12/2015,Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Sala lettura,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Insonorizzazione-Frigobar-Idromassaggio-Riscaldamento,camera-doppia (60-80)#camera-doppia-bagno (60-80),camera-doppia (0-0)#camera-doppia-bagno (0-0),,,,,
46,2015,14098,A CASA MIA,Bed & breakfast,,3,2,6,VIA GIUSEPPE VERDI  4,,71019,71060,VIESTE,Foggia,,,3277090777,,www.appartamentitorrepapagni.com,totarova@gmail.com,01/04/2015-30/10/2015,Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Tv satellitare,camera-doppia (10-40),camera-doppia (0-0),,,,,
47,2015,14561,A CASA MIA,Bed & breakfast,,2,1,4,,,,75091,UGGIANO LA CHIESA,Lecce,,,,,,chiara.toma@hotmail.it,,,,,,,,,,
48,2015,13758,A CASA MIA  2,Bed & breakfast,,3,3,9,PIAZZA SANT'ORONZO  -,,73100,75035,LECCE,Lecce,40.3515155,18.175016099999993,0832/785991,,www.acasamialecce.com,info@acasamialecce.com,01/01/2015-20/01/2015#01/03/2015-30/09/2015#01/12/2015-31/12/2015,Reception 24h-Ascensore-Deposito bagagli-Bagno privato-Sala Tv,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Insonorizzazione-Frigobar-Riscaldamento-Angolo cottura,camera-doppia-bagno (70-70)#camera-quadrupla-bagno (105-105)#camera-tripla-bagno (90-90)#doppia-uso-singola (50-50),camera-doppia-bagno (0-0)#camera-quadrupla-bagno (0-0)#camera-tripla-bagno (0-0),,,,,
49,2015,3829,A CLASS,Bed & breakfast,,4,4,10,VIA IMBRIANI  49,,73100,75035,LECCE,Lecce,,,0832-312587 ,,www.bbclassea.com,info@bbclassea.com,,Ascensore-Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento,,,,,,,
51,2015,15041,A CUMMERS,Affittacamere,,2,2,6,VIA MANZONI  7-9,,70011,72003,ALBEROBELLO,Bari,40.7845316,17.232775700000047,330350360,,,trullodelboscofelice@gmail.com,10/02/2015-31/12/2015,Nessuno,Riscaldamento centralizzato-Tv-Riscaldamento,camera-doppia-bagno (60-70)#camera-quadrupla-bagno (120-140),camera-doppia-bagno (50-60)#camera-quadrupla-bagno (100-120),http://www.agenziapugliapromozione.it/portal/documents/ddl/1231166/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1231166/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1231166/fileFoto3,,
52,2015,13537,A DUE PASSI,Bed & breakfast,,2,2,4,VIA GIUDEA  4,,72100,74001,BRINDISI,Brindisi,,,,,,bebaduepassi@libero.it,01/01/2015-30/08/2015,Cucina in uso comune-Bagno privato,Aria condizionata indipendente-Tv,camera-doppia (50-55)#camera-doppia-bagno (65-70)#doppia-uso-singola (35-35),camera-doppia (50-55)#camera-doppia-bagno (65-70),http://www.agenziapugliapromozione.it/portal/documents/ddl/377777/fileFoto1,,,,
53,2015,15216,A DUE PASSI,Bed & breakfast,,3,3,6,VIA GIOVANNI XXIII  25,,73028,75057,OTRANTO,Lecce,40.14314399487611,18.493120963012643,3669012438  3346799011,0836806106,www.aduepassibeb.it,info@aduepassibeb.it,01/05/2015-31/12/2015,Bagno privato-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Tv-Riscaldamento,camera-doppia-bagno (60-115)#doppia-uso-singola (40-70),camera-doppia-bagno (60-115),http://www.agenziapugliapromozione.it/portal/documents/ddl/1272057/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1272057/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1272057/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1272057/fileFoto4,
54,2015,14551,A MODO MIO,Bed & breakfast,,1,1,4,VIA PROCACCIA  185,,70043,72030,MONOPOLI,Bari,40.944787,17.30988930000001,0804136383,,www.amodomiobeb.it,ina.carrieri@libero.it,28/03/2015-08/11/2015,Deposito bagagli-Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Telefono,camera-quadrupla-bagno (110-150),camera-quadrupla-bagno (90-110),http://www.agenziapugliapromozione.it/portal/documents/ddl/786054/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/786054/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/786054/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/786054/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/786054/fileFoto5
55,2015,11760,A PALAZZO,Bed & breakfast,,5,5,10,,,,75028,GAGLIANO DEL CAPO,Lecce,,,0833/547144,,,,,,,,,,,,,
56,2015,14579,A PIANA DI CALENA,Alloggi agrituristici,,8,8,16,LOCALITA CALENA   S.N.C.,,71010,71038,PESCHICI,Foggia,,,0884.963012,,www.lapianadicalena.it,martucci.annalisa@alice.it,,Camere fumatori-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto,Aria condizionata indipendente-Cassafforte / cassetta di sicurezza-Tv-Angolo cottura,,,,,,,
1547,2015,12979,DAL CANONICO,Affittacamere,,5,4,11,,,,72028,MOLA DI BARI,Bari,,,080 4737744,,,,,,,,,,,,,
58,2015,14999,A SAN DOMENICO,Affittacamere,,3,3,6,PIAZZA DEGLI EROI  78-79-80,,70042,72028,MOLA DI BARI,Bari,41.05859557163988,17.08879905040135,3932776307,,www.bbmolasandomenico.it,vergattia@gmail.com,01/01/2015-31/12/2015,Camere fumatori-Bagno privato-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar,camera-doppia-bagno (69-89)#camera-doppia-bagno-2 (49-59),camera-doppia-bagno (44-59)#camera-doppia-bagno-2 (44-49),http://www.agenziapugliapromozione.it/portal/documents/ddl/1132757/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1132757/fileFoto2,,,
59,2015,15063,A' LA MAISON,Affittacamere,,1,1,2,VIA PRINCIPE UMBERTO  19/A,,71030,71064,ZAPPONETA,Foggia,41.456243,15.956097999999997,3802519928,0884529118,,alamaisonaffittacamere@gmail.com,23/02/2015-31/12/2015,Camere fumatori-Bagno privato,Insonorizzazione-Frigobar-Riscaldamento-Angolo cottura-Aria condizionata indipendente-Riscaldamento indipendente-Tv,camera-doppia-bagno (40-60)#supplemento-aria-condizionata (2-5)#supplemento-posto-letto-agg (5-10),camera-doppia-bagno (25-40),http://www.agenziapugliapromozione.it/portal/documents/ddl/1183664/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1183664/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1183664/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1183664/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1183664/fileFoto5
60,2015,649,A.A. VILLA XENIA B&B,Bed & breakfast,,6,6,10,VIA LUIGI PINTO  1,,71013,71046,SAN GIOVANNI ROTONDO,Foggia,,,0882454981-3494559373,,www.hotelxenia.com,bbxenia@gmail.com,01/03/2015-25/11/2015,Bagno privato-Sala Tv-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Riscaldamento,,,http://www.agenziapugliapromozione.it/portal/documents/ddl/317251/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/317251/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/317251/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/317251/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/317251/fileFoto5
61,2015,7519,AAA...AL SIERRO B&B,Bed & breakfast,,1,1,2,CONTRADA SERRO LO GRECO  //,,74014,73009,LATERZA,Taranto,,,3384527592,,www.sierro.it,info@sierro.it,01/01/2015-31/12/2015,,Riscaldamento centralizzato-Riscaldamento,camera-doppia (40-60)#camera-doppia-bagno-persona (20-30)#doppia-uso-singola (20-60),camera-doppia (0-0)#camera-doppia-bagno-persona (0-0)#doppia-uso-singola (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/659756/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/659756/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/659756/fileFoto3,,
62,2015,12895,AB.....Z SERVICE,Case e appartamenti vacanza,,2,1,6,,,,75088,TRICASE,Lecce,,,,,,,,,,,,,,,,
2898,2015,1833,LA MAGNOLIA,Alloggi agrituristici,,6,8,12,,,,74003,CEGLIE MESSAPICA,Brindisi,,,0831381938,,,agriturismomagnolia@libero.it,,,,,,,,,,
63,2015,6477,ABATE MASSERIA & RESORT,Alberghi,4 stelle,8,8,15,"STRADA PROV. PER MASSAFRA KM. 0,300  -",,70015,72031,NOCI,Bari,,,0804978288,0802209242,www.abatemasseria.it,info@abatemasseria.it,01/04/2015-02/11/2015,Ristorante-Bar-Deposito bagagli-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto,Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Tv satellitare-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (75-199)#camera-quadrupla-bagno (95-299)#camera-singola-bagno (65-189)#jr-suite-bagno (85-279)#mezza-pensione-bagno (82-319)#pasto-cena (25-139)#pasto-pranzo (20-99)#pensione-completa-bagno (102-339)#supplemento-servizio-navetta (50-150),camera-doppia-bagno (65-139)#camera-quadrupla-bagno (85-199)#camera-singola-bagno (55-127)#jr-suite-bagno (75-189)#mezza-pensione-bagno (62-182)#pensione-completa-bagno (82-202),http://www.agenziapugliapromozione.it/portal/documents/ddl/909300/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/909300/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/909300/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/909300/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/909300/fileFoto5
64,2015,10379,ABBAZIA DEGLI SVEVI,Bed & breakfast,,6,6,12,STRADA DIETRO SAN VITO  22/23,,70100,72006,BARI,Bari,,,080 9675811,,www.abbaziadeglisvevi.it,info@abbaziadeglisvevi.it,01/01/2015-31/12/2015,Cassaforte / cassette di sicurezza,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv satellitare-Insonorizzazione-Frigobar-Idromassaggio-Riscaldamento,camera-doppia-bagno (70-80)#doppia-uso-singola (30-60)#camera-doppia-bagno (70-80)#doppia-uso-singola (30-60),camera-doppia-bagno (60-70)#camera-doppia-bagno (60-70),http://www.agenziapugliapromozione.it/portal/documents/ddl/162362/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/820738/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/820738/fileFoto3,,
65,2015,10037,ABBINANTE ROSA,Bed & breakfast,,3,2,6,,,,74003,CEGLIE MESSAPICA,Brindisi,,,,,,,,,,,,,,,,
66,2015,4381,ABBONDANZA  AGRITURISMO,Alloggi agrituristici,,5,5,6,CONTR. LAMACOLONNA  5,,70011,72003,ALBEROBELLO,Bari,,,0804325762,0802140910,www.abbondanzagriturismo.com,abbondanza@infinito.it,01/01/2015-31/12/2015,Accesso animali piccola taglia-Ristorante-Bar-Punto ristoro-Parcheggio Coperto / Scoperto,Riscaldamento-Angolo cottura,camera-doppia-bagno (60-80)#mezza-pensione-bagno (55-65)#supplemento-cambio-biancheria (5-5)#supplemento-posto-letto-agg (25-25)#supplemento-pulizia-bilocale (15-15)#supplemento-pulizia-plurilocale (15-15)#ua-bilocale-giorno (60-120)#ua-plurilocale-giorno (120-180),camera-doppia-bagno (0-0)#mezza-pensione-bagno (0-0)#ua-bilocale-giorno (0-0)#ua-plurilocale-giorno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/1044689/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1044689/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1044689/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1044689/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1044689/fileFoto5
67,2015,5569,ABETE,Alberghi,3 stelle,11,11,20,,,,71046,SAN GIOVANNI ROTONDO,Foggia,,,0882456886,,www.hotelabete.com,info@hotelabete.com,,,,,,,,,,
68,2015,9643,ABRE' ALLA MASSERIA,Bed & breakfast,,4,4,10,,,,72030,MONOPOLI,Bari,,,080 9373176,,www.masseriaabre.it,abre2011@libero.it,,,,,,,,,,
69,2015,12834,ACASAMIA,Bed & breakfast,,4,4,9,VIA VECCHIA PER CANOSA  201-203,,76121,110002,BARLETTA,Barletta-Andria-Trani,,,0883 348252  - 0883 521001,,www.pbacasamia.com,info@pbacasamia.com,01/01/2015-12/01/2015#23/03/2015-05/11/2015#01/12/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Insonorizzazione-Frigobar-Riscaldamento,camera-doppia-bagno (25-100)#camera-tripla-bagno (25-100),camera-doppia-bagno (25-100)#camera-tripla-bagno (25-100),http://www.agenziapugliapromozione.it/portal/documents/ddl/529438/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/529438/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/529438/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/529438/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/529438/fileFoto5
70,2015,11652,ACAYA GOLF HOTEL,Alberghi,4 stelle,97,97,241,STRADA COMUNALE DI  ACAYA KM. 2  -,,73029,75093,VERNOLE,Lecce,,,0832-861385 / 0832-861384,0832861384,www.acayagolfresort.it,info.acaya@hilton.com,01/04/2015-30/11/2015,Ristorante-Bar-Punto ristoro-Reception 24h-Ascensore-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Baby sitting-Quotidiani-Camere / struttura per ospiti disabili,Aria condizionata centralizzata-Aria condizionata indipendente-Rscaldamento centralizzato-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv satellitare-Frigobar-idromassaggio-Riscaldamento-Telefono,camera-doppia-bagno (104-314)#camera-quadrupla-bagno (214-424)#doppia-uso-singola-bagno (77-287)#jr-suite-bagno (184-394)#pasto-cena (40-40)#pasto-colazione (12-12)#pasto-pranzo (40-40)#suite-bagno (244-454)#supplemento-servizio-incamera (6-6)#supplemento-servizio-navetta (35-90),camera-doppia-bagno (0-0)#camera-quadrupla-bagno (0-0)#doppia-uso-singola-bagno (0-0)#jr-suite-bagno (0-0)#suite-bagno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/378795/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/378795/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/378795/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/378795/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/378795/fileFoto5
